,sample_idx,sample_dt,pond_id,region,farm,morning,hour,do_mg_per_L,ph,turbidity_cm,ammonia_mg_per_L,do_winkler,prev_matches_time,prev_sample_dt,prev_do_mg_per_L,prev_ph,prev_turbidity_cm,prev_ammonia_mg_per_L,prev_individuals_air_gulping,prev_individuals_tail_splashing,prev_dead_fish,prev_feed_amount_kg,prev_stocking_density_per_acre,prev_weight,prev_species_catla,prev_species_rohu,prev_species_roopchand,prev_species_grass_carp,prev_species_pangasius,prev_species_whiteleg_shrimp,property_area_acres,pond_area_acres,pond_depth_meters,has_water_pump,has_aerator,has_motor_boat,has_sprinkler,pond_preparation,village,fertilizer_manure,fertilizer_dap,fertilizer_potash,fertilizer_urea,fertilizer_phosphate,fertilizer_amm_sulph,fertilizer_probiotics,fertilizer_magnesium,fertilizer_gromor,fertilizer_lime,fertilizer_none,feed_mash,feed_pellets_float,feed_pellets_sink,feed_dorb,feed_rice_husk,geometry,downward_shortwave_radiation_flux_-33,downward_shortwave_radiation_flux_-9,downward_shortwave_radiation_flux_15,downward_shortwave_radiation_flux_21,downward_shortwave_radiation_flux_33,downward_shortwave_radiation_flux_39,downward_shortwave_radiation_flux_8,downward_shortwave_radiation_flux_before_day_sum,downward_shortwave_radiation_flux_same_day_sum,downward_shortwave_radiation_flux_sample,downward_shortwave_radiation_flux_seven_day_cum,downward_shortwave_radiation_flux_three_day_cum,num_sum_-33,num_sum_-9,num_sum_15,num_sum_21,num_sum_33,num_sum_39,num_sum_8,num_sum_before_day_sum,num_sum_same_day_sum,num_sum_sample,num_sum_seven_day_cum,num_sum_three_day_cum,precipitable_water_entire_atmosphere_-33,precipitable_water_entire_atmosphere_-9,precipitable_water_entire_atmosphere_15,precipitable_water_entire_atmosphere_21,precipitable_water_entire_atmosphere_33,precipitable_water_entire_atmosphere_39,precipitable_water_entire_atmosphere_8,precipitable_water_entire_atmosphere_before_day_sum,precipitable_water_entire_atmosphere_same_day_sum,precipitable_water_entire_atmosphere_sample,precipitable_water_entire_atmosphere_seven_day_cum,precipitable_water_entire_atmosphere_three_day_cum,relative_humidity_2m_above_ground_-33,relative_humidity_2m_above_ground_-9,relative_humidity_2m_above_ground_15,relative_humidity_2m_above_ground_21,relative_humidity_2m_above_ground_33,relative_humidity_2m_above_ground_39,relative_humidity_2m_above_ground_8,relative_humidity_2m_above_ground_before_day_sum,relative_humidity_2m_above_ground_same_day_sum,relative_humidity_2m_above_ground_sample,relative_humidity_2m_above_ground_seven_day_cum,relative_humidity_2m_above_ground_three_day_cum,specific_humidity_2m_above_ground_-33,specific_humidity_2m_above_ground_-9,specific_humidity_2m_above_ground_15,specific_humidity_2m_above_ground_21,specific_humidity_2m_above_ground_33,specific_humidity_2m_above_ground_39,specific_humidity_2m_above_ground_8,specific_humidity_2m_above_ground_before_day_sum,specific_humidity_2m_above_ground_same_day_sum,specific_humidity_2m_above_ground_sample,specific_humidity_2m_above_ground_seven_day_cum,specific_humidity_2m_above_ground_three_day_cum,temperature_2m_above_ground_-33,temperature_2m_above_ground_-9,temperature_2m_above_ground_15,temperature_2m_above_ground_21,temperature_2m_above_ground_33,temperature_2m_above_ground_39,temperature_2m_above_ground_8,temperature_2m_above_ground_before_day_sum,temperature_2m_above_ground_same_day_sum,temperature_2m_above_ground_sample,temperature_2m_above_ground_seven_day_cum,temperature_2m_above_ground_three_day_cum,total_cloud_cover_entire_atmosphere_-33,total_cloud_cover_entire_atmosphere_-9,total_cloud_cover_entire_atmosphere_15,total_cloud_cover_entire_atmosphere_21,total_cloud_cover_entire_atmosphere_33,total_cloud_cover_entire_atmosphere_39,total_cloud_cover_entire_atmosphere_8,total_cloud_cover_entire_atmosphere_before_day_sum,total_cloud_cover_entire_atmosphere_same_day_sum,total_cloud_cover_entire_atmosphere_sample,total_cloud_cover_entire_atmosphere_seven_day_cum,total_cloud_cover_entire_atmosphere_three_day_cum,total_precipitation_surface_-33,total_precipitation_surface_-9,total_precipitation_surface_15,total_precipitation_surface_21,total_precipitation_surface_33,total_precipitation_surface_39,total_precipitation_surface_8,total_precipitation_surface_before_day_sum,total_precipitation_surface_same_day_sum,total_precipitation_surface_sample,total_precipitation_surface_seven_day_cum,total_precipitation_surface_three_day_cum,u_component_of_wind_10m_above_ground_-33,u_component_of_wind_10m_above_ground_-9,u_component_of_wind_10m_above_ground_15,u_component_of_wind_10m_above_ground_21,u_component_of_wind_10m_above_ground_33,u_component_of_wind_10m_above_ground_39,u_component_of_wind_10m_above_ground_8,u_component_of_wind_10m_above_ground_before_day_sum,u_component_of_wind_10m_above_ground_same_day_sum,u_component_of_wind_10m_above_ground_sample,u_component_of_wind_10m_above_ground_seven_day_cum,u_component_of_wind_10m_above_ground_three_day_cum,v_component_of_wind_10m_above_ground_-33,v_component_of_wind_10m_above_ground_-9,v_component_of_wind_10m_above_ground_15,v_component_of_wind_10m_above_ground_21,v_component_of_wind_10m_above_ground_33,v_component_of_wind_10m_above_ground_39,v_component_of_wind_10m_above_ground_8,v_component_of_wind_10m_above_ground_before_day_sum,v_component_of_wind_10m_above_ground_same_day_sum,v_component_of_wind_10m_above_ground_sample,v_component_of_wind_10m_above_ground_seven_day_cum,v_component_of_wind_10m_above_ground_three_day_cum,month
0,8518,2025-01-13 07:49:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.7,8.01,,0.26,True,,,,,,,,,,,,,,,,,,,2.5,2.03,2.0,True,True,False,False,False,Somarajupalli,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,POINT (80.14983905850141 14.471757632228503),334.6199951171875,792.8599853515625,762.4400024414062,1.959999918937683,54.2599983215332,509.05999755859375,9.4399995803833,4710.708663161844,10.704999834299088,11.739999771118164,5605.23738861084,2664.683692932129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,8.0,1.0,8.0,4.0,39.133880615234375,28.574005126953125,32.57476806640625,35.03143310546875,35.71389389038086,38.30092239379883,30.60466766357422,792.6114350557327,289.618533372879,35.82953643798828,206.67835760116577,123.43189716339111,73.20000457763672,65.0,74.70000457763672,75.0,80.0999984741211,79.70000457763672,72.5,1815.2687892913816,639.7750115394592,80.5,503.8750083446503,266.33750462532043,0.0148524800315499,0.0132365953177213,0.0147088449448347,0.0148358978331089,0.0158066190779209,0.015892669558525,0.014282546006143,0.3561273059458472,0.1232236193027347,0.0158035978674888,0.1036021432955749,0.0545126335928216,25.572900390625023,25.612817382812523,25.043145751953148,25.154321289062523,25.112390136718773,25.236932373046898,25.100122070312523,625.3223953247076,197.39878730773944,24.996453857421898,206.30115394592303,102.8557762145997,79.20000457763672,65.30000305175781,55.70000076293945,91.3000030517578,63.29999923706055,92.70000457763672,100.0,1836.606268107891,650.2562581300735,90.5,252.6812549321912,196.42500388622284,0.375,0.0,0.0,0.0,0.0,0.1875,0.0,0.12109375,0.58984375,0.0,0.25390625,0.2421875,-7.509740829467773,-4.426877498626709,-4.316896915435791,-4.612753868103027,-4.050317287445068,-5.1231689453125,-3.785678625106812,-108.51162596419454,-28.95956717059016,-3.761728525161743,-35.99203270673752,-22.86378836631775,-3.232421875,-3.15990948677063,-4.032001972198486,-2.630302667617798,-4.933886528015137,-3.741337776184082,-4.354709148406982,-75.08989071566612,-25.29579783603549,-5.410336971282959,-20.751085981726646,-12.847043201327324,1
1,8519,2025-01-13 15:39:00+05:30,NL-BJD1,NL,NL-BJD,False,15,8.4,8.31,,,True,,,,,,,,,,,,,,,,,,,2.5,2.03,2.0,True,True,False,False,False,Somarajupalli,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,POINT (80.14983905850141 14.471757632228503),334.6199951171875,792.8599853515625,762.4400024414062,1.959999918937683,54.2599983215332,509.05999755859375,9.4399995803833,4710.708663161844,2600.524932771921,453.5199890136719,5605.23738861084,2664.683692932129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,16.0,1.0,8.0,4.0,39.133880615234375,28.574005126953125,32.57476806640625,35.03143310546875,35.71389389038086,38.30092239379883,30.60466766357422,792.6114350557327,586.9828441143036,37.45079803466797,206.67835760116577,123.43189716339111,73.20000457763672,65.0,74.70000457763672,75.0,80.0999984741211,79.70000457763672,72.5,1815.2687892913816,1250.9437737464905,78.70000457763672,503.8750083446503,266.33750462532043,0.0148524800315499,0.0132365953177213,0.0147088449448347,0.0148358978331089,0.0158066190779209,0.015892669558525,0.014282546006143,0.3561273059458472,0.247329858597368,0.0158062539994716,0.1036021432955749,0.0545126335928216,25.572900390625023,25.612817382812523,25.043145751953148,25.154321289062523,25.112390136718773,25.236932373046898,25.100122070312523,625.3223953247076,401.99670944213904,25.332208251953148,206.30115394592303,102.8557762145997,79.20000457763672,65.30000305175781,55.70000076293945,91.3000030517578,63.29999923706055,92.70000457763672,100.0,1836.606268107891,1164.875015437603,5.700000286102295,252.6812549321912,196.42500388622284,0.375,0.0,0.0,0.0,0.0,0.1875,0.0,0.12109375,1.4453125,0.1875,0.25390625,0.2421875,-7.509740829467773,-4.426877498626709,-4.316896915435791,-4.612753868103027,-4.050317287445068,-5.1231689453125,-3.785678625106812,-108.51162596419454,-68.22254237905145,-5.178783893585205,-35.99203270673752,-22.86378836631775,-3.232421875,-3.15990948677063,-4.032001972198486,-2.630302667617798,-4.933886528015137,-3.741337776184082,-4.354709148406982,-75.08989071566612,-53.87665174528957,-3.491711378097534,-20.751085981726646,-12.847043201327324,1
2,8806,2025-02-10 07:11:00+05:30,NL-BJD1,NL,NL-BJD,True,7,3.5,7.98,,0.18,True,True,2025-01-13 07:49:00+05:30,3.7,8.01,,0.26,0.0,0.0,0.0,50.0,3448.0,400.0,True,True,False,False,False,False,2.5,2.03,2.0,True,True,False,False,False,Somarajupalli,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,POINT (80.14983905850141 14.471757632228503),887.2799682617188,889.9599609375,885.199951171875,9.260000228881836,113.0999984741211,895.3200073242188,28.01999855041504,6106.611436128616,28.679999589920044,28.0,7042.212364196777,3536.8536796569824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,8.0,1.0,8.0,4.0,26.11379814147949,26.40669250488281,28.618623733520508,25.877973556518555,28.147714614868164,23.497228622436523,28.43345832824707,693.3567318916321,204.9044634103775,27.30667495727539,189.93061846494675,108.84064865112305,65.9000015258789,60.70000076293945,71.0,74.5,72.70000457763672,69.9000015258789,71.30000305175781,1791.0937886238098,621.0250134468079,73.70000457763672,462.4812569618225,241.3562536239624,0.0136494059115648,0.0130311548709869,0.0150212049484252,0.0156775824725627,0.0148924933746457,0.0144300796091556,0.0141224544495344,0.3665931277209893,0.119262192689348,0.0149216447025537,0.1016671217512339,0.0534408421372063,25.872674560546898,26.4611755371094,26.1979919433594,26.159753417968773,25.726007080078148,25.814965820312523,25.163232421875023,643.3945674896246,197.5882957458498,25.523309326171898,216.84976081848163,108.79605903625496,7.800000190734863,22.600000381469727,6.800000190734863,0.0,12.0,5.099999904632568,1.600000023841858,63.06875059381128,356.30625526048243,94.4000015258789,278.88125460222363,106.0812513679266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220458984375,-2.785151243209839,-3.3536131381988525,-3.775380849838257,-2.2062084674835205,-3.079543352127075,-0.2803588807582855,-60.97018183139153,-13.5017209360376,-2.052482843399048,-20.199679754208773,-11.17340557044372,0.38812255859375,0.8913354277610779,1.2541040182113647,2.507206916809082,2.696791887283325,0.9646630883216858,-0.5078198313713074,32.43928630368379,20.359699241817,2.7264184951782227,5.115810455405153,2.5984520954079926,2
3,8807,2025-02-10 15:58:00+05:30,NL-BJD1,NL,NL-BJD,False,15,8.7,8.3,,,True,True,2025-01-13 15:39:00+05:30,8.4,8.31,,,0.0,0.0,0.0,,3448.0,400.0,True,True,False,False,False,False,2.5,2.03,2.0,True,True,False,False,False,Somarajupalli,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,POINT (80.14983905850141 14.471757632228503),887.2799682617188,889.9599609375,885.199951171875,9.260000228881836,113.0999984741211,895.3200073242188,28.01999855041504,6106.611436128616,4655.699422121048,842.719970703125,7042.212364196777,3536.8536796569824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,16.0,1.0,8.0,4.0,26.11379814147949,26.40669250488281,28.618623733520508,25.877973556518555,28.147714614868164,23.497228622436523,28.43345832824707,693.3567318916321,409.24279856681824,21.843191146850582,189.93061846494675,108.84064865112305,65.9000015258789,60.70000076293945,71.0,74.5,72.70000457763672,69.9000015258789,71.30000305175781,1791.0937886238098,1151.8000247478485,69.70000457763672,462.4812569618225,241.3562536239624,0.0136494059115648,0.0130311548709869,0.0150212049484252,0.0156775824725627,0.0148924933746457,0.0144300796091556,0.0141224544495344,0.3665931277209893,0.2325140031753108,0.0145094394683837,0.1016671217512339,0.0534408421372063,25.872674560546898,26.4611755371094,26.1979919433594,26.159753417968773,25.726007080078148,25.814965820312523,25.163232421875023,643.3945674896246,409.6848979949955,25.9626403808594,216.84976081848163,108.79605903625496,7.800000190734863,22.600000381469727,6.800000190734863,0.0,12.0,5.099999904632568,1.600000023841858,63.06875059381128,564.9312583301216,5.0,278.88125460222363,106.0812513679266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,-2.220458984375,-2.785151243209839,-3.3536131381988525,-3.775380849838257,-2.2062084674835205,-3.079543352127075,-0.2803588807582855,-60.97018183139153,-35.6324235930806,-3.521196126937866,-20.199679754208773,-11.17340557044372,0.38812255859375,0.8913354277610779,1.2541040182113647,2.507206916809082,2.696791887283325,0.9646630883216858,-0.5078198313713074,32.43928630368379,30.070316693745557,1.739423751831055,5.115810455405153,2.5984520954079926,2
4,9122,2025-03-12 07:29:00+05:30,NL-BJD1,NL,NL-BJD,True,7,2.4,8.03,,0.11,True,True,2025-02-10 07:11:00+05:30,3.5,7.98,,0.18,0.0,0.0,0.0,50.0,3448.0,500.0,True,True,False,False,False,False,2.5,2.03,2.0,True,True,False,False,False,Somarajupalli,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,POINT (80.14983905850141 14.471757632228503),967.0999755859376,966.6199951171876,961.0399780273438,14.0,155.9199981689453,959.8800048828124,38.89999771118164,6760.703213987872,56.346248649060726,55.459999084472656,7529.674827575684,3718.13366317749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,8.0,1.0,8.0,4.0,24.037508010864254,24.04233932495117,31.16625213623047,38.38612747192383,33.69540023803711,29.01351547241211,22.813861846923828,719.912113070488,283.1993246078491,34.18827819824219,176.96343103051186,100.6132800579071,68.20000457763672,68.80000305175781,73.0999984741211,79.0,80.30000305175781,76.80000305175781,70.30000305175781,1854.043785572052,679.4937601089478,82.0,477.13750940561295,261.07500529289246,0.015214767307043,0.0154166296124458,0.0164493191987276,0.0178862772881984,0.0176866333931684,0.0177423525601625,0.0154524594545364,0.4074658352765254,0.1452943900367245,0.0178536809980869,0.1132627996266819,0.0611204149317927,27.083093261718773,27.185144042968773,27.232781982421898,27.364221191406276,26.909539794921898,27.650018310546898,26.907617187500023,673.7111434936529,211.21948509216327,26.685571289062523,229.0180824279787,112.56991424560556,5.0,5.0,73.70000457763672,9.800000190734863,5.0,97.0,6.900000095367432,890.0937648788095,100.76250219950452,5.700000286102295,402.8875030488707,85.14375116536394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0546875,0.0,0.01953125,0.01953125,-4.656948089599609,-5.600488185882568,-4.548515319824219,-4.649846076965332,-0.1458203047513961,-3.554438352584839,-4.596066951751709,-104.40864474885166,-0.2304077117005363,0.3569115996360779,-28.17675953672733,-18.66307818889618,2.071611166000366,-1.775856852531433,-3.656205892562866,0.6484203934669495,0.8275854587554932,2.304211378097534,-2.3783202171325684,-22.760980966690116,23.156676726415757,1.3614453077316284,-0.2586133140139282,0.361254870891571,3
5,9123,2025-03-12 17:12:00+05:30,NL-BJD1,NL,NL-BJD,False,17,7.2,8.36,,,True,True,2025-02-10 15:58:00+05:30,8.7,8.3,,,0.0,0.0,0.0,,3448.0,500.0,True,True,False,False,False,False,2.5,2.03,2.0,True,True,False,False,False,Somarajupalli,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,POINT (80.14983905850141 14.471757632228503),967.0999755859376,966.6199951171876,961.0399780273438,14.0,155.9199981689453,959.8800048828124,38.89999771118164,6760.703213987872,6661.586980842054,733.5520629882812,7529.674827575684,3718.13366317749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,18.0,1.0,8.0,4.0,24.037508010864254,24.04233932495117,31.16625213623047,38.38612747192383,33.69540023803711,29.01351547241211,22.813861846923828,719.912113070488,592.3947795629501,28.18795585632324,176.96343103051186,100.6132800579071,68.20000457763672,68.80000305175781,73.0999984741211,79.0,80.30000305175781,76.80000305175781,70.30000305175781,1854.043785572052,1406.7250258922577,77.20000457763672,477.13750940561295,261.07500529289246,0.015214767307043,0.0154166296124458,0.0164493191987276,0.0178862772881984,0.0176866333931684,0.0177423525601625,0.0154524594545364,0.4074658352765254,0.3198982159956358,0.0183175578713417,0.1132627996266819,0.0611204149317927,27.083093261718773,27.185144042968773,27.232781982421898,27.364221191406276,26.909539794921898,27.650018310546898,26.907617187500023,673.7111434936529,496.8524711608891,28.050836181640648,229.0180824279787,112.56991424560556,5.0,5.0,73.70000457763672,9.800000190734863,5.0,97.0,6.900000095367432,890.0937648788095,618.4125068667345,100.0,402.8875030488707,85.14375116536394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.2421875,0.0,0.01953125,0.01953125,-4.656948089599609,-5.600488185882568,-4.548515319824219,-4.649846076965332,-0.1458203047513961,-3.554438352584839,-4.596066951751709,-104.40864474885166,-17.634411222592462,-3.857863664627075,-28.17675953672733,-18.66307818889618,2.071611166000366,-1.775856852531433,-3.656205892562866,0.6484203934669495,0.8275854587554932,2.304211378097534,-2.3783202171325684,-22.760980966690116,41.873507402604446,3.873998880386353,-0.2586133140139282,0.361254870891571,3
6,8432,2025-01-04 07:08:00+05:30,NL-CHS1,NL,NL-CHS,True,7,1.7,8.03,,0.37,True,,,,,,,,,,,,,,,,,,,1.0,0.7,1.5,True,True,False,False,True,Komarika,,,,,,,,,,,False,False,True,False,False,False,POINT (80.12574318468003 14.521050005402037),778.5,774.3599853515625,524.2000122070312,1.4199999570846558,105.5999984741211,803.760009765625,22.31999969482422,3807.121170740575,23.759999632835388,24.21999931335449,5668.489891052246,2892.041191101074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,8.0,1.0,8.0,4.0,25.255416870117188,23.85819625854492,24.061033248901367,19.469287872314453,22.03950500488281,21.277313232421875,22.802082061767575,541.6910179853439,163.48801374435425,21.357881546020508,227.0368925333023,95.91742146015169,74.4000015258789,72.70000457763672,69.0,68.0,66.0999984741211,65.70000457763672,64.80000305175781,1696.0875358581543,559.8062624931335,66.80000305175781,578.3250105381012,281.081255197525,0.0152441598474979,0.0142981735989451,0.0134399998933076,0.0132531197741627,0.0129015445709228,0.0131225595250725,0.0125393522903323,0.3239812601241283,0.1022641655872576,0.0129094859585165,0.1210982694756239,0.0578183035249821,25.684381103515648,25.0324645996094,24.870935058593773,24.882775878906276,24.948693847656276,25.250939941406276,24.815850830078148,615.0951576232916,190.98058013916037,24.765771484375023,208.72161941528336,103.16316452026376,3.1000001430511475,92.20000457763672,100.0,100.0,8.100000381469727,74.0999984741211,100.0,2349.69375795126,687.8625021278858,5.099999904632568,329.4625037312508,225.3500024229288,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.04296875,0.0,0.0,0.42578125,0.10546875,-3.425163507461548,-3.167006731033325,-3.0330517292022705,-4.33547830581665,-2.9971678256988525,-2.9989514350891118,-2.3796727657318115,-79.00732978107408,-21.845716062234715,-3.2260754108428955,-33.66044348478317,-14.204223304986954,-3.599306583404541,-2.7482030391693115,-2.714292049407959,-2.654973030090332,-0.9488793611526488,-2.451421976089477,-2.383496046066284,-52.18058963167277,-6.504291843979445,-0.8317040801048279,-27.55248699337244,-12.91953818500042,1
7,8433,2025-01-04 16:03:00+05:30,NL-CHS1,NL,NL-CHS,False,16,5.4,8.37,,,True,,,,,,,,,,,,,,,,,,,1.0,0.7,1.5,True,True,False,False,True,Komarika,,,,,,,,,,,False,False,True,False,False,False,POINT (80.12574318468003 14.521050005402037),778.5,774.3599853515625,524.2000122070312,1.4199999570846558,105.5999984741211,803.760009765625,22.31999969482422,3807.121170740575,4787.593642115593,673.5,5668.489891052246,2892.041191101074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,17.0,1.0,8.0,4.0,25.255416870117188,23.85819625854492,24.061033248901367,19.469287872314453,22.03950500488281,21.277313232421875,22.802082061767575,541.6910179853439,359.3552054166794,20.076583862304688,227.0368925333023,95.91742146015169,74.4000015258789,72.70000457763672,69.0,68.0,66.0999984741211,65.70000457763672,64.80000305175781,1696.0875358581543,1139.018774986267,65.4000015258789,578.3250105381012,281.081255197525,0.0152441598474979,0.0142981735989451,0.0134399998933076,0.0132531197741627,0.0129015445709228,0.0131225595250725,0.0125393522903323,0.3239812601241283,0.218820443667937,0.0130617599934339,0.1210982694756239,0.0578183035249821,25.684381103515648,25.0324645996094,24.870935058593773,24.882775878906276,24.948693847656276,25.250939941406276,24.815850830078148,615.0951576232916,419.84484977722207,25.252038574218773,208.72161941528336,103.16316452026376,3.1000001430511475,92.20000457763672,100.0,100.0,8.100000381469727,74.0999984741211,100.0,2349.69375795126,1114.593758404255,44.70000076293945,329.4625037312508,225.3500024229288,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.04296875,0.0,0.0,0.42578125,0.10546875,-3.425163507461548,-3.167006731033325,-3.0330517292022705,-4.33547830581665,-2.9971678256988525,-2.9989514350891118,-2.3796727657318115,-79.00732978107408,-50.8289210118819,-3.476541757583618,-33.66044348478317,-14.204223304986954,-3.599306583404541,-2.7482030391693115,-2.714292049407959,-2.654973030090332,-0.9488793611526488,-2.451421976089477,-2.383496046066284,-52.18058963167277,-21.04575999116787,-1.8344531059265137,-27.55248699337244,-12.91953818500042,1
8,8802,2025-02-08 07:18:00+05:30,NL-CHS1,NL,NL-CHS,True,7,4.5,7.71,,0.24,True,True,2025-01-04 07:08:00+05:30,1.7,8.03,,0.37,0.0,0.0,0.0,40.0,3143.0,650.0,True,True,False,False,False,False,1.0,0.7,1.5,True,True,False,False,True,Komarika,,,,,,,,,,,False,False,True,False,False,False,POINT (80.12574318468003 14.521050005402037),837.9199829101562,884.719970703125,884.699951171875,8.84000015258789,111.33999633789062,881.0,27.31999969482422,6089.468950808048,27.846249222755432,27.439998626708984,6948.407367706299,3492.349937438965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,8.0,1.0,8.0,4.0,24.93989562988281,25.999706268310547,27.429533004760746,26.42717170715332,31.579320907592773,30.419893264770508,28.994674682617188,690.7210750579834,227.2361283302307,30.68067169189453,179.1060307621956,100.36561119556428,58.5,65.4000015258789,65.70000457763672,67.70000457763672,68.0999984741211,69.5999984741211,75.5,1685.0750370025637,574.4062609672546,68.5,480.3312590122223,219.51250386238095,0.0126315457746386,0.0137947537004947,0.0139527358114719,0.0146867614239454,0.0145057821646332,0.0149714425206184,0.0145728224888443,0.3469558507786132,0.1121535956626758,0.0142691675573587,0.1052266855258494,0.0489134294330142,26.540002441406276,26.148339843750023,26.2934509277344,26.681085205078148,26.370477294921898,26.5768981933594,24.743035888671898,648.2169570922857,199.77665405273456,25.9953552246094,216.48953132629413,109.3157657623292,95.0,5.0,99.8000030517578,5.0,0.0,3.200000047683716,3.299999952316284,469.0062565733679,161.49375271983445,3.1000001430511475,273.6687549748458,150.38750249519944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.764758348464966,-2.193781614303589,-2.5085790157318115,-3.243725538253784,-2.000293016433716,-3.009838819503784,0.9075732231140136,-37.78431075485423,-4.836708885515691,-1.57082998752594,-18.85858843429014,-8.914933926891536,1.730556607246399,1.844963312149048,0.7564452886581421,2.2284131050109863,2.130888700485229,1.834672808647156,2.232792854309082,50.1277968165814,22.629750479129143,1.2736327648162842,6.862797719659284,3.0889062026981264,2
9,8803,2025-02-08 15:57:00+05:30,NL-CHS1,NL,NL-CHS,False,15,8.7,8.03,,,True,True,2025-01-04 16:03:00+05:30,5.4,8.37,,,0.0,0.0,0.0,,3143.0,650.0,True,True,False,False,False,False,1.0,0.7,1.5,True,True,False,False,True,Komarika,,,,,,,,,,,False,False,True,False,False,False,POINT (80.12574318468003 14.521050005402037),837.9199829101562,884.719970703125,884.699951171875,8.84000015258789,111.33999633789062,881.0,27.31999969482422,6089.468950808048,4590.079675793648,828.2999877929688,6948.407367706299,3492.349937438965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,16.0,1.0,8.0,4.0,24.93989562988281,25.999706268310547,27.429533004760746,26.42717170715332,31.579320907592773,30.419893264770508,28.994674682617188,690.7210750579834,478.01546037197113,30.279861450195312,179.1060307621956,100.36561119556428,58.5,65.4000015258789,65.70000457763672,67.70000457763672,68.0999984741211,69.5999984741211,75.5,1685.0750370025637,1093.9500241279602,69.20000457763672,480.3312590122223,219.51250386238095,0.0126315457746386,0.0137947537004947,0.0139527358114719,0.0146867614239454,0.0145057821646332,0.0149714425206184,0.0145728224888443,0.3469558507786132,0.2274393789120949,0.0150317512452602,0.1052266855258494,0.0489134294330142,26.540002441406276,26.148339843750023,26.2934509277344,26.681085205078148,26.370477294921898,26.5768981933594,24.743035888671898,648.2169570922857,417.04042396545447,26.594689941406276,216.48953132629413,109.3157657623292,95.0,5.0,99.8000030517578,5.0,0.0,3.200000047683716,3.299999952316284,469.0062565733679,185.00000288616863,0.0,273.6687549748458,150.38750249519944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.764758348464966,-2.193781614303589,-2.5085790157318115,-3.243725538253784,-2.000293016433716,-3.009838819503784,0.9075732231140136,-37.78431075485423,-26.152540979805053,-3.130317211151123,-18.85858843429014,-8.914933926891536,1.730556607246399,1.844963312149048,0.7564452886581421,2.2284131050109863,2.130888700485229,1.834672808647156,2.232792854309082,50.1277968165814,34.9679996810155,1.6922705173492432,6.862797719659284,3.0889062026981264,2
